Manufacturer,Model.Name,Category,Screen,CPU,Storage,GPU,Operating.System,Weight,Price,CPU.Speed,Storage.Type,GPU.Rank,Storage.Size,RAM.Size,Screen.Size,Category.Type,GPU.Speed
Asus,Rog GL552VW-CN470T,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,2.59,1339,2.6,1,330,1024,16,39.624,6,2307
HP,EliteBook 1030,Notebook,Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y54 1.1GHz,256GB SSD,Intel HD Graphics 515,Windows,1.16,1699,1.1,1,1158,256,8,33.782,1,1479
Dell,Vostro 3559,Notebook,1366x768,Intel Core i5 6200U 2.3GHz,500GB HDD,AMD Radeon R5 M315,Windows,2.24,769.15,2.3,0,1318,500,4,39.624,1,1319
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,1366x768,Intel Core i3 6006U 2.0GHz,128GB SSD,Intel HD Graphics 520,Windows,2.1,429,2,1,921,128,4,39.624,1,1716
HP,Spectre Pro,Ultrabook,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,512GB SSD,Intel HD Graphics 520,Windows,1.16,1969,2.5,1,921,512,8,33.782,2,1716
Lenovo,Yoga Book,2 in 1 Convertible,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,64GB Flash Storage,Intel HD Graphics 400,Android,0.69,549,1.4,1,1487,64,4,25.654,3,1150
Dell,XPS 13,Ultrabook,Full HD 1920x1080,Intel Core i7 7560U 2.4GHz,256GB SSD,Intel Iris Plus Graphics 640,Windows,1.23,1379,2.4,1,698,256,8,33.782,2,1939
Lenovo,IdeaPad Y900-17ISK,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,256GB SSD +  1TB Hybrid,Nvidia GeForce GTX 980M,Windows,4.6,2749.99,2.7,1,105,1024,16,43.942,6,2532
Razer,Blade Stealth,Ultrabook,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6500U 2.5GHz,256GB SSD,Intel HD Graphics 520,Windows,1.25,1029,2.5,1,921,256,8,31.75,2,1716
Toshiba,Portege X30-D-10K,Ultrabook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,512GB SSD,Intel HD Graphics 620,Windows,1.05,2226,2.7,1,885,512,16,33.782,2,1752
Asus,Rog GL752VW-T4308T,Gaming,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,3.52,1312.49,2.6,1,330,1024,8,43.942,6,2307
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,Full HD 1920x1080,Intel Atom X5-Z8350 1.44GHz,32GB Flash Storage,Intel HD Graphics 400,Windows,1.35,196,1.4,1,1487,32,4,33.782,1,1150
HP,Spectre Pro,Notebook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows,1.16,1690,2.3,1,921,256,8,33.782,1,1716
HP,EliteBook 1040,Notebook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows,1.43,1513,2.3,1,921,256,8,35.56,1,1716
Dell,Latitude E5570,Notebook,1366x768,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520,Linux,2.09,523.63,2.3,0,921,500,4,39.624,1,1716
Asus,VivoBook Max,Notebook,1366x768,Intel Core i3 7100U 2.4GHz,1TB HDD,Intel HD Graphics 620,Windows,2,435,2.4,0,885,1024,4,39.624,1,1752
Lenovo,ThinkPad Yoga,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,256GB SSD,Intel HD Graphics 520,Windows,1.8,1669,2.5,1,921,256,8,35.56,3,1716
Lenovo,Yoga Book,2 in 1 Convertible,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,64GB Flash Storage,Intel HD Graphics 400,Windows,0.69,479,1.4,1,1487,64,4,25.654,3,1150
HP,EliteBook 820,Ultrabook,1366x768,Intel Core i5 6300U 2.4GHz,256GB SSD,Intel HD Graphics 520,Windows,1.26,1895,2.4,1,921,256,8,31.75,2,1716
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS,2.4,989,2.5,1,163,1024,8,39.624,6,2474
HP,Omen -,Gaming,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,3.35,1129,2.3,1,163,1024,8,43.942,6,2474
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,1366x768,Intel Core i7 7500U 2.7GHz,2TB HDD,Intel HD Graphics 620,Windows,2.04,629,2.7,0,885,2048,8,39.624,1,1752
Lenovo,ThinkPad P40,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6600U 2.6GHz,512GB SSD,Nvidia Quadro M500M,Windows,1.8,2050.38,2.6,1,774,512,8,35.56,3,1863
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,1366x768,Intel Celeron Dual Core N3350 1.1GHz,32GB Flash Storage,Intel HD Graphics 500,Windows,1.5,278,1.1,1,1487,32,4,35.56,1,1150
HP,250 G6,Ultrabook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,1.84,752,2.7,1,885,256,8,39.624,2,1752
Acer,Aspire E5-576G,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,1TB HDD,Nvidia GeForce 940MX,Windows,2.23,616,2.5,0,659,1024,4,39.624,1,1978
Lenovo,IdeaPad 500-15ISK,Notebook,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,1TB Hybrid,AMD Radeon R7 M360,Windows,2.5,1099,2.5,0,604,1024,16,39.624,1,2033
HP,ZBook 17,Workstation,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,256GB SSD,Nvidia Quadro M3000M,Windows,3,3949.4,2.6,1,654,256,8,43.942,5,1983
Dell,Inspiron 5567,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,1TB HDD,AMD Radeon R7 M445,Windows,2.5,784,2.5,0,888,1024,8,39.624,1,1749
MSI,GT72S Dominator,Gaming,Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows,3.78,2399,2.7,1,105,1024,16,43.942,6,2532
HP,EliteBook 850,Ultrabook,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,256GB SSD,Intel HD Graphics 520,Windows,1.88,2171.72,2.5,1,921,256,8,39.624,2,1716
Lenovo,ThinkPad X1,2 in 1 Convertible,IPS Panel Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,512GB SSD,Intel HD Graphics 520,Windows,2.8,2440,2.6,1,921,512,16,35.56,3,1716
MSI,GP62M 7RDX,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,2.4,1142.8,2.8,1,270,1024,8,39.624,6,2367
HP,Spectre Pro,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,256GB SSD,Intel HD Graphics 520,Windows,1.48,1629,2.4,1,921,256,8,33.782,3,1716
HP,ZBook 15,Workstation,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,256GB SSD,Nvidia Quadro M1000M,Windows,2.59,2229,2.6,1,994,256,8,39.624,5,1643
HP,Spectre Pro,2 in 1 Convertible,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,256GB SSD,Intel HD Graphics 520,Windows,1.48,1799,2.6,1,921,256,8,33.782,3,1716
HP,ZBook Studio,Workstation,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,256GB SSD,Nvidia Quadro M1000M,Windows,2,1899,2.6,1,994,256,8,39.624,5,1643
HP,EliteBook 820,Ultrabook,Full HD 1920x1080,Intel Core i7 6500U 2.50GHz,256GB SSD,Intel HD Graphics 520,Windows,1.26,2296.95,2.5,1,921,256,8,31.75,2,1716
Dell,Vostro 5568,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Nvidia GeForce 940MX,Windows,2.18,1009.9,2.7,1,659,256,8,39.624,1,1978
HP,EliteBook 850,Notebook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows,1.88,1579,2.3,1,921,256,8,39.624,1,1716
Lenovo,ThinkPad X1,2 in 1 Convertible,IPS Panel Touchscreen 2560x1440,Intel Core i7 6500U 2.5GHz,256GB SSD,Intel HD Graphics 520,Windows,1.27,2339,2.5,1,921,256,8,35.56,3,1716
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,1366x768,Intel Core i3 6006U 2.0GHz,1TB HDD,Intel HD Graphics 520,No OS,1.9,339,2,0,921,1024,4,39.624,1,1716
HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,1366x768,AMD E-Series 7110 1.8GHz,500GB HDD,AMD Radeon R2 Graphics,Windows,1.86,297,1.8,0,1540,500,4,39.624,1,1097
Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,1TB HDD,AMD Radeon R5 M330,No OS,2.32,599,2.3,0,813,1024,8,39.624,1,1824
Dell,Inspiron 7567,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,1TB HDD,Nvidia GeForce GTX 1050Ti,Windows,2.62,1199,2.8,0,216,1024,8,39.624,6,2421
Dell,XPS 15,Notebook,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i5 6300HQ 2.3GHz,256GB SSD,Nvidia GeForce 960M,Windows,2.04,2250.68,2.3,1,330,256,8,39.624,1,2307
HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,Full HD 1920x1080,AMD A6-Series A6-9220 2.5GHz,256GB SSD,AMD Radeon 520,Windows,1.91,478.89,2.5,1,948,256,4,39.624,1,1689
MSI,GP72M 7REX,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,2.7,1492.8,2.8,1,216,1024,16,43.942,6,2421
Lenovo,ThinkPad T460s,Ultrabook,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,512GB SSD,Intel HD Graphics 520,Windows,1.4,2299,2.6,1,921,512,12,35.56,2,1716
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,1TB Hybrid,AMD Radeon R5 M330,Windows,2.5,788.49,2.3,0,813,1024,8,39.624,1,1824
HP,Spectre Pro,2 in 1 Convertible,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,512GB SSD,Intel HD Graphics 520,Windows,1.48,2041,2.6,1,921,512,8,33.782,3,1716
Lenovo,ThinkPad T460,Ultrabook,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,256GB SSD,Intel HD Graphics 520,Windows,1.7,1499,2.6,1,921,256,8,35.56,2,1716
MSI,GS40 Phantom,Gaming,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows,1.7,1769,2.6,1,221,1024,16,35.56,6,2416
HP,Pavilion 15-cb003nv,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,1TB HDD,Nvidia GeForce GTX 1050,Windows,2.62,899,2.8,0,270,1024,8,39.624,6,2367
Lenovo,IdeaPad 310-15ISK,Notebook,1366x768,Intel Core i3 6006U 2.0GHz,1TB HDD,Intel HD Graphics 520,Windows,2.2,459,2,0,921,1024,8,39.624,1,1716
HP,250 G4,Notebook,1366x768,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520,No OS,2.1,476.99,2.3,0,921,500,4,39.624,1,1716
Dell,Inspiron 7567,Gaming,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,2.62,1498,2.8,1,216,1024,8,39.624,6,2421
Lenovo,ThinkPad T570,Notebook,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.95,1390,2.5,1,885,256,8,39.624,1,1752
Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,Full HD 1920x1080,Intel Core i3 6006U 2GHz,1TB HDD,Nvidia GeForce 920MX,Windows,2.2,468,2,0,784,1024,4,39.624,1,1853
HP,Stream 14-AX000nv,Notebook,1366x768,Intel Celeron Dual Core N3060 1.6GHz,32GB Flash Storage,Intel HD Graphics 400,Windows,1.44,249,1.6,1,1487,32,2,35.56,1,1150
MSI,PL60 7RD,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,1TB HDD,Nvidia GeForce GTX 1050,Windows,2.2,839,2.7,0,270,1024,8,39.624,6,2367
HP,250 G5,Notebook,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,256GB SSD,Intel HD Graphics 520,Windows,1.96,679,2.5,1,921,256,8,39.624,1,1716
HP,ProBook 450,Notebook,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,512GB SSD,Intel UHD Graphics 620,Windows,2.1,1159,1.8,1,809,512,16,39.624,1,1828
Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,1366x768,Intel Celeron Dual Core N3050 1.6GHz,500GB HDD,Intel HD Graphics,Windows,2.2,369,1.6,0,1487,500,4,39.624,1,1150
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,1366x768,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520,No OS,2.1,398,2.3,0,921,500,4,39.624,1,1716
Lenovo,IdeaPad 510-15IKB,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,1TB HDD,Nvidia GeForce 940MX,No OS,2.2,709,2.7,0,659,1024,8,39.624,1,1978
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,256GB SSD,Intel HD Graphics 620,Windows,2,769,2.4,1,885,256,4,35.56,1,1752
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,1TB Hybrid,Intel HD Graphics 520,Windows,2.32,825,2.5,0,921,1024,4,39.624,1,1716
Lenovo,IdeaPad Y700-15ISK,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,512GB SSD,Nvidia GeForce GTX 960,Windows,3.31,1305,2.6,1,330,512,16,39.624,6,2307
MSI,GS60 Ghost,Gaming,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows,1.91,2153.37,2.6,1,221,1024,16,39.624,6,2416
HP,ProBook 450,Notebook,1366x768,Intel Core i3 6100U 2.3GHz,500GB HDD,Intel HD Graphics 520,Windows,2.07,650,2.3,0,921,500,4,39.624,1,1716
Lenovo,ThinkPad X1,2 in 1 Convertible,IPS Panel Touchscreen 2560x1440,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520,Windows,1.36,1637,2.3,1,921,256,8,35.56,3,1716
Lenovo,IdeaPad 310-15IKB,Ultrabook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Nvidia GeForce 920M,Windows,1.54,831,2.7,1,1047,256,6,39.624,2,1590
Dell,Vostro 5568,Notebook,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,256GB SSD,Nvidia GeForce GT 940MX,Linux,1.98,895.01,2.7,1,659,256,8,39.624,1,1978
Acer,Aspire 3,Notebook,1366x768,Intel Celeron Dual Core N3350 2GHz,500GB HDD,Intel HD Graphics 500,Windows,2.1,333,2,0,1487,500,4,39.624,1,1150
HP,Pavilion 15-BC000nv,Notebook,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,1TB HDD,Nvidia GeForce GTX 960M,Windows,2.18,799,2.6,0,330,1024,6,39.624,1,2307
Asus,Rog GL552VW-DM201T,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,2.591,909,2.6,1,330,1024,8,39.624,6,2307
Dell,Inspiron 5578,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,512GB SSD,Intel HD Graphics 620,Windows,2.09,1179,2.7,1,885,512,16,39.624,3,1752
Acer,Aspire E5-576G,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Nvidia GeForce 940MX,Windows,2.23,691,2.5,1,659,256,4,39.624,1,1978
Dell,XPS 13,Ultrabook,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6300U 2.4GHz,256GB SSD,Intel HD Graphics 520,Linux,1.23,1099,2.4,1,921,256,8,33.782,2,1716
Acer,Predator G9-793,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,4.2,2599,2.8,1,111,1024,16,43.942,6,2526
Lenovo,Legion Y520-15IKBN,Gaming,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,1TB HDD,Nvidia GeForce GTX 1050,Windows,2.4,819,2.5,0,270,1024,8,39.624,6,2367
Samsung,Chromebook Plus,2 in 1 Convertible,IPS Panel Touchscreen 2400x1600,Samsung Cortex A72&A53 2.0GHz,32GB Flash Storage,ARM Mali T860 MP4,Chrome OS,1.15,659,2,1,2636,32,4,31.242,3,1
HP,250 G6,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620,Windows,1.86,485,2.5,0,885,500,4,39.624,1,1752
Apple,"MacBook 12""",Ultrabook,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,256GB Flash Storage,Intel HD Graphics 5300,Mac OS,0.92,1163,1.1,1,1408,256,8,30.48,2,1229
Dell,Inspiron 7378,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.6,1199,2.5,1,885,256,8,33.782,3,1752
HP,Pavilion Power,Notebook,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,2.21,1327,2.8,1,270,1024,12,39.624,1,2367
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,1366x768,Intel Core i3 6006U 2GHz,1TB HDD,AMD Radeon R5 M430,No OS,1.9,368,2,0,1117,1024,4,39.624,1,1520
Asus,Rog G752VY-GC229T,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,512GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows,4.3,2150,2.6,1,105,1024,16,43.942,6,2532
Acer,Aspire 3,Notebook,1366x768,Intel Celeron Dual Core N3350 2GHz,1TB HDD,Intel HD Graphics 500,Linux,2.1,272,2,0,1487,1024,4,39.624,1,1150
MSI,GS73VR 7RF,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,2.43,2048.9,2.8,1,163,1024,16,43.942,6,2474
Dell,Inspiron 5567,Notebook,1366x768,Intel Core i3 6006U 2.0GHz,128GB SSD,AMD Radeon R7 M440,Windows,2.3,499,2,1,922,128,4,39.624,1,1715
Lenovo,IdeaPad 310-15ISK,Notebook,1366x768,Intel Core i7 6500U 2.5GHz,500GB HDD,Nvidia GeForce 920MX,No OS,2.2,629,2.5,0,784,500,8,39.624,1,1853
Dell,Inspiron 5579,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,512GB SSD,Intel UHD Graphics 620,Windows,2,1285,1.8,1,809,512,16,39.624,3,1828
Dell,XPS 13,Ultrabook,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,512GB SSD,Intel HD Graphics 620,Windows,1.2,2680,2.7,1,885,512,16,33.782,2,1752
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,1TB HDD,Nvidia GeForce GTX 1060,Windows,2.2,1169,2.6,0,163,1024,8,39.624,6,2474
Dell,Inspiron 5567,Notebook,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,AMD Radeon R7 M445,Windows,2.36,889,2.5,1,888,256,8,39.624,1,1749
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,1366x768,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,1.91,579,2.5,1,885,256,8,39.624,1,1752
Lenovo,IdeaPad 320-15AST,Notebook,1366x768,AMD E-Series 9000 2.2GHz,500GB HDD,AMD Radeon R2 Graphics,Windows,2.2,299,2.2,0,1540,500,4,39.624,1,1097
Acer,Aspire E5-774G,Notebook,1600x900,Intel Core i3 6006U 2.0GHz,1TB HDD,Nvidia GeForce 940MX,Windows,3.3,629,2,0,659,1024,8,43.942,1,1978
Asus,Rog Strix,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,2.2,2449,2.8,1,111,1024,16,39.624,6,2526
Apple,"MacBook 12""",Ultrabook,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,512GB Flash Storage,Intel HD Graphics 515,Mac OS,0.92,1279,1.2,1,1158,512,8,30.48,2,1479
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,2.2,1749,2.8,1,163,1024,16,39.624,1,2474
MSI,GS73VR Stealth,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,2.43,1948.99,2.6,1,163,1024,16,43.942,6,2474
Dell,Inspiron 7579,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620,Windows,2.191,999,2.5,1,885,256,8,39.624,3,1752
Asus,ROG Strix,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,2.9,1949,2.8,1,163,1024,16,43.942,6,2474
Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,32GB SSD,Intel HD Graphics,Chrome OS,1.3,174,1.5,1,1487,32,2,29.464,4,1150
Acer,E5 774G,Notebook,1600x900,Intel Core i3 6006U 2GHz,1TB HDD,Nvidia GeForce 940MX,Windows,3.3,598,2,0,659,1024,4,43.942,1,1978
Lenovo,IdeaPad 320-17IKB,Notebook,1600x900,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620,No OS,2.8,539,2.5,0,885,1024,8,43.942,1,1752
Lenovo,IdeaPad Y700-15ISK,Gaming,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960<U+039C>,Windows,2.6,1272,2.6,1,330,1024,8,39.624,6,2307
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,256GB SSD,Intel HD Graphics 615,Windows,1.2,1149,1.3,1,1043,256,8,35.56,3,1594
Lenovo,Thinkpad T560,Notebook,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,256GB SSD,Intel HD Graphics 520,Windows,2.3,1529,2.6,1,921,256,8,39.624,1,1716
MSI,GP62MVR 6RF,Gaming,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,2.2,1476.11,2.6,1,163,1024,8,39.624,6,2474
HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,Full HD 1920x1080,AMD A12-Series 9720P 2.7GHz,1TB HDD,AMD Radeon 530,Windows,2.1,529,2.7,0,870,1024,6,39.624,1,1767
Dell,Latitude E7270,Ultrabook,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,256GB SSD,Intel HD Graphics 520,Windows,1.26,1713.37,2.4,1,921,256,8,31.75,2,1716
Dell,Inspiron 5578,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,500GB HDD,Intel HD Graphics 620,Windows,2.08,509,2.4,0,885,500,4,38.1,3,1752
Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Notebook,1366x768,Intel Pentium Quad Core N3710 1.6GHz,1TB HDD,Intel HD Graphics 405,Windows,2.65,309,1.6,0,1164,1024,4,39.624,1,1473
Dell,XPS 13,Ultrabook,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620,Windows,1.29,1477,2.7,1,885,256,8,33.782,2,1752
Dell,Vostro 3568,Notebook,1366x768,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 520,Linux,2.18,521.86,2.5,0,921,1024,4,39.624,1,1716
Lenovo,IdeaPad Y700-15ISK,Gaming,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,2.6,1029,2.6,1,330,1024,16,39.624,6,2307
MSI,GL62M 7RDX,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,2.2,1149,2.8,1,270,1024,8,39.624,6,2367
Lenovo,ThinkPad Yoga,Netbook,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.50GHz,512GB SSD,Intel HD Graphics 520,Windows,1.3,1650,2.5,1,921,512,16,31.75,4,1716
Razer,Blade Pro,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,1TB SSD,Nvidia GeForce GTX 1060,Windows,1.95,3499,2.8,1,163,1024,16,35.56,6,2474
Dell,Inspiron 3567,Notebook,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,1TB HDD,Intel HD Graphics 620,Windows,2.3,469.01,2.4,0,885,1024,8,39.624,1,1752
MSI,GE72VR Apache,Gaming,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,2.7,1598,2.8,1,163,1024,16,43.942,6,2474
Apple,MacBook Air,Ultrabook,1366x768,Intel Core i5 1.6GHz,256GB Flash Storage,Intel HD Graphics 6000,Mac OS,1.08,959,1.6,1,934,256,4,29.464,2,1703
